participant,rater_1,rater_2,rater_3,rater_4,rater_5,performance_1,performance_2,performance_3,performance_4,performance_5,hire_1,hire_2,hire_3,hire_4,hire_5,expansiveness_1,expansiveness_2,expansiveness_3,expansiveness_4,expansiveness_5,gender_1,gender_2,gender_3,gender_4,gender_5,race_1,race_2,race_3,race_4,race_5,Order,Room,qualtrics,cond,Date,Time,RA,Video,Pose,Gamble,Length,Comments,Exclude.Video,Exc.Reason,StartDate,EndDate,powerful,in_charge,dominant,in_control,leader,accomplished,successful,achieving,fullfilled,self.worth,confident,productive,aware_pp,ted_pp,heard_pp,gender,race,exclude_video1,comments_video1,exclude_video2,comments_video2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,1085,1151,1100,1203,NA,4,5,3,4,NA,2,2,3,2,NA,1,5,1,4,NA,2,1,2,1,NA,1,1,2,1,NA,37,67,y,UE,4/13/16,2:25PM,CT,Y,NA,Y,20,"Asked questions about the job in the speech. Head cut off during speech, he was very tall. The camera died at 4 min of the speech.",N,,4/13/16,14:43,4/13/16,14:44,4,2,3,4,5,4,4,4,4,4,4,4,N,N,N,1,1,N,standing,away,from,desk,in,expansive,pose,A,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,1037,1067,1232,1014,NA,3,4,3,2,NA,2,2,2,2,NA,3,5,4,2,NA,2,1,2,1,NA,2,5,5,1,NA,54,67,y,AC,4/19/16,3:15PM,TT,Y,N,N,32,Had,to,change,camera,battery,while,he,got,into,pose,C,N,,4/19/16,15:45,4/19/16,15:46,4,4,4,3,4,5,4,4,4,4,4,4,N,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,67,n,AE,4/20/16,2:15PM,CT,N,N,N,18,Did,not,want,to,be,filmed.,Confused,about,the,gamble,had,to,explain,it,outside,of,the,script.,She,said,roll,before,I,was,able,to,say,make,the,decision,in,private.,She,did,not,want,to,do,the,speech.,I,dismissed,her,and,had,her,fill,out,the,survey.,Then,she,asked,if,she,could,stick,with,the,two,tickets,insead,of,roll,the,die.,N,,4/20/16,14:31,4/20/16,14:32,2,3,3,2,2,2,2,2,2,2,2,2,Y,N,Y,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,1155,1215,1250,1341,NA,5,3,4,4,NA,2,3,2,1,NA,6,5,6,5,NA,2,2,1,1,NA,1,2,1,1,NA,10,67,y,AC,4/5/16,3:15PM,TT,Y,N,Y,31,Video,1,wasn�t,stopped,until,I,finished,explaining,the,gambling,task,N,,4/5/16,15:43,4/5/16,15:44,1,1,1,1,1,2,2,2,1,3,2,2,N,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,1315,1251,1254,1244,NA,5,6,5,6,NA,1,1,1,1,NA,5,6,4,6,NA,2,1,2,2,NA,1,4,2,1,NA,30,67,y,AE,4/12/16,10:00am,CK,Y,N,N,33,NA,N,,4/12/16,10:30,4/12/16,10:31,3,3,3,3,4,4,4,4,2,4,3,4,N,N,N,1,2,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,67,n,AE,4/22/16,11:30AM,CK,N,N,N,30,"RA went through all the probes. Part. Said they didn't have anything to say. Stopped the speech with 2 mins left. She works in research lab here so she ""knows about this"" (not sure if she meant giving the speech or if she meant the code of ethics). ",N,,4/22/16,11:58,4/22/16,11:59,3,2,2,2,2,4,4,4,4,4,4,4,Y,N,Y,2,1,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,1366,1215,1031,1065,NA,5,5,6,3,NA,1,2,1,2,NA,3,4,5,2,NA,2,2,1,2,NA,5,2,1,1,NA,6,67,y,UE,4/5/16,11:02AM,CK,Y,NA,N,28,Victor,was,here.,Accidentally,used,695,for,psychopy,task.,Used,521,for,survey,and,video,N,,4/5/16,10:45,4/5/16,11:27,2,2,2,2,2,2,4,2,3,3,2,2,Y,Y,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,67,n,AE,4/21/16,6:45PM,NB,Y,N,Y,36,"Camera ran out of memory right before her speech. I left and took all of the videos off of tha camera and when I put the memory card back in without anything on it, it still said there was no memory. I turned it off and turned it back on, then I took the memory card out and put it back in and it said the same thing. I didn't record her speech and the memory card filled up before the second video was over. I saved the videos I had and had her take the survey and gamble. Her speech was very good. ",N,,4/21/16,19:15,4/21/16,19:16,4,3,5,5,5,4,5,5,5,5,4,5,Y,Y,Y,2,4,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,1233,1229,1226,1071,NA,4,4,5,5,NA,2,1,2,1,NA,5,3,6,5,NA,2,2,2,2,NA,1,5,1,2,NA,60,67,y,AE,4/20/16,3:00PM,NB,Y,N,Y,34,Participant,told,me,she,was,taking,the,gamble,when,she,wrote,it,down.,I,forgot,to,start,the,timer,immediately,when,she,started,so,I,ended,her,speech,at,4:50.,I,nodded,during,the,first,ten,seconds,of,the,speech,once.,,N,,4/20/16,15:29,4/20/16,15:30,3,3,3,3,4,3,2,3,3,3,2,3,Y,Y,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,1292,1395,1307,1065,NA,3,2,2,2,NA,2,3,3,3,NA,2,4,3,6,NA,1,1,2,2,NA,1,1,1,1,NA,22,67,y,AC,4/7/16,6:00PM,NB,Y,N,N,31,"I forgot to prepare the four tickets. After I said ""$50 meijer gift card"" I went to get four tickets. I then forgot to pull the tickets from the table when I was done saying ""if you roll a 1, 2, or 3 then you lose all of your tickets."" She asked a question during the speech and I gave a very small nod and said ""yes."" I had to ask all four questions.",N,,4/7/16,18:28,4/7/16,18:29,1,1,1,1,1,2,2,2,2,2,2,2,Y,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,67,n,AE,4/6/16,11:15AM,TT,NA,NA,NA,10,Particiapnt,requested,to,stop,the,study,after,watching,the,video.,N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,67,n,AC,4/21/16,3:15PM,CK,N,N,Y,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,4/21/16,15:39,4/21/16,15:41,3,4,4,4,3,3,3,3,3,4,3,3,Y,Y,Y,1,3,NA,NA,NA,NA
534,1319,1221,1078,1290,NA,2,3,5,5,NA,2,2,1,1,NA,2,3,3,4,NA,2,1,2,1,NA,1,1,1,1,NA,29,67,y,AE,4/11/16,3:45PM,NB,Y,N,Y,33,"Asked how much time she had left twice. Asked if the speech had to be five minutes, I said yes. ",N,,4/11/16,16:14,4/11/16,16:15,2,2,2,3,2,4,3,4,2,3,2,4,Y,Y,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,1114,1034,1174,1388,NA,1,1,2,2,NA,2,3,3,2,NA,2,2,2,2,NA,2,2,2,2,NA,1,1,2,3,NA,4,67,y,UC,4/4/16,3:45,PM,NB,Y,NA,N,30,David,was,here.,She,was,very,flustered.,N,,4/4/16,16:12,4/4/16,16:13,1,1,1,1,1,1,1,1,1,1,1,1,Y,Y,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,67,n,UC,4/20/16,5:15PM,NB,Y,NA,N,23,"I forgot to put the tickets out and had to leave to get them. Participant made me laugh during the speech multiple times, I tried very hard not to. He kept saying he had nothing else to say even after I asked him to continue. I really didn't know what to do so I asked him if he wanted to end the study. He said he wanted to continue. I told him he had 2 minutes left of the speech. He said he didn't know what to say. I ended the study early because I didn't know what else to do. ",Y,Participant,quit,during,speech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,no,video,N,no,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,67,n,AC,4/14/16,6:00PM,NB,Y,N,Y,29,"She said ""I just can't do this anymore"" during the speech and I asked if she wanted to stop the study and she said yes. I saved her videos still. I nodded once in the beginning of her speech. She didn't do the survey. ",Y,Participant,quit,during,speech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,1239,1140,1277,1320,1143,4,7,,3,6,1,1,,2,1,5,7,,2,5,1,2,,1,1,1,1,,2,1,52,67,y,AC,4/19/16,1:45PM,TT,Y,N,N,30,NA,N,,4/19/16,14:13,4/19/16,14:14,3,2,2,2,3,2,2,3,4,5,3,2,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,1241,1399,1008,1055,NA,4,4,6,4,NA,2,2,1,2,NA,6,4,1,4,NA,2,2,2,1,NA,1,1,1,1,NA,45,67,y,UC,4/15/16,11:30pm,CK,Y,NA,Y,30,I,srcatched,my,nose,during,the,interview.,N,,4/15/16,11:52,4/15/16,11:53,3,2,3,2,4,4,4,3,4,4,3,3,Y,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,1020,1275,1161,1300,NA,4,5,4,3,NA,2,1,2,3,NA,6,5,5,3,NA,2,2,2,1,NA,1,1,4,3,NA,1,67,y,AE,4/4/16,12:00,PM,CT,Y,N,Y,36,"Victor was here. Very talkative, asked a lot of questions before and after tasks.",N,,4/4/16,12:36,4/4/16,12:38,5,5,5,5,5,3,3,4,2,5,5,3,Y,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,1051,1010,1181,NA,NA,3,5,7,NA,NA,3,2,1,NA,NA,5,5,7,NA,NA,2,2,2,NA,NA,4,2,1,NA,NA,38,67,y,AC,4/13/16,3:45PM,NB,Y,N,Y,32,"She asked a lot of questions when I said ""do you have any questions?"" ex. Does the speech have to be five minute? Im scared Im going to ramble, is that okay? (when watching the video) So do I have to follow instructions in the video? (after the speech) I was nervous, did I do well? Accidentally didn't have her do the survey, I must have lost my place in the script while answering her questions after the speech",N,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,N,right,hand,hanging,in,constrictive,pose,C,for,first,minute,(RA,instruction),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,1045,1382,1084,1379,NA,2,3,2,2,NA,2,3,3,3,NA,2,3,5,2,NA,2,2,1,1,NA,1,2,1,1,NA,34,67,y,UC,4/12/16,3:15PM,TT,Y,NA,Y,26,Pose,B,not,framed,well,N,,4/12/16,15:35,4/12/16,15:37,2,2,2,3,2,4,3,3,3,3,2,4,N,N,N,1,3,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1007,1314,1250,1370,NA,5,5,6,6,NA,2,1,1,1,NA,3,5,6,4,NA,1,1,1,1,NA,1,1,1,5,NA,65,67,y,UE,4/21/16,2:30PM,CK,Y,NA,Y,26,Participant,asked,if,she,could,begin,after,stating,what,her,ideal,job,was,N,,4/21/16,14:53,4/21/16,14:54,3,2,2,2,3,3,3,2,2,3,3,2,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1112,1251,1008,NA,NA,3,6,3,NA,NA,2,1,3,NA,NA,3,5,4,NA,NA,1,1,2,NA,NA,3,4,1,NA,NA,39,67,y,AC,4/14/16,1:00pm,CK,Y,N,N,31,Asked,if,she,had,to,remain,in,the,pose,for,the,speech.,I,told,her,no.,Asked,how,much,time,she,had,left,at,1,minute.,I,told,her,how,much,time.,,N,,4/14/16,13:28,4/14/16,13:29,1,1,1,1,1,1,1,1,1,2,1,2,N,N,N,2,1,N,right,arm,is,high,in,constrictive,pose,B,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1173,1123,1063,1153,NA,4,5,6,5,NA,1,1,1,1,NA,4,1,2,2,NA,1,2,2,1,NA,1,2,3,1,NA,72,67,y,UC,4/22/16,12:15pm,CK,Y,NA,Y,27,Part.,Asked,if,he,had,to,keep,going,at,2,mins,left,since,he,had,said,all,that,he,prepared.,,N,,4/22/16,12:39,4/22/16,12:40,3,3,3,3,3,4,4,4,4,4,4,4,N,N,N,1,5,N,NA,N,Left,position,for,more,than,30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,1180,1086,1323,1244,NA,4,4,3,5,NA,1,2,2,2,NA,2,4,2,5,NA,2,2,2,2,NA,1,3,1,1,NA,47,67,y,UC,4/18/16,12:00PM,CT,Y,NA,Y,21,Forgot,to,record,the,first,impression,task.,She,asked,if,the,speech,at,to,go,the,full,5,min.,I,smiled,once,during,the,speech.,N,,4/18/16,12:22,4/18/16,12:23,2,2,2,3,3,2,2,2,2,2,2,2,Y,Y,Y,2,3,N,only,have,video,of,constrictive,pose,B,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1315,1339,1021,NA,NA,2,1,3,NA,NA,2,3,3,NA,NA,3,2,3,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,5,67,y,AE,4/5/16,10:00AM,CK,Y,N,Y,35,Victor,was,here.,N,,4/5/16,9:58,4/5/16,10:32,3,4,3,4,5,3,3,4,3,5,4,4,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,1080,1246,1228,1061,NA,2,5,5,6,NA,2,1,1,1,NA,2,4,3,6,NA,1,2,2,2,NA,2,1,1,1,NA,35,67,y,AC,4/13/16,10:30AM,TT,Y,N,Y,32,NA,N,,4/13/16,10:58,4/13/16,10:59,3,2,2,4,2,3,4,4,4,4,3,3,N,N,N,1,1,N,NA,N,leaning,against,the,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1241,1383,1206,1018,NA,6,6,6,6,NA,1,1,1,1,NA,6,5,6,4,NA,2,2,1,2,NA,1,1,1,1,NA,41,67,y,AC,4/14/16,2:30PM,CK,Y,N,Y,30,Asked,if,she,had,to,stay,in,the,pose,and,if,she,could,take,notes,while,she,prepares.,She,said,she,was,out,of,things,to,say,and,I,smiled.,She,asked,me,how,much,time,she,had,left,with,about,30,seconds,left.,,N,,4/14/16,14:57,4/14/16,14:58,2,2,2,2,2,2,1,1,1,1,1,2,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1239,1332,1347,1126,NA,4,3,4,3,NA,1,2,1,2,NA,5,1,1,2,NA,1,2,2,2,NA,1,3,1,1,NA,17,67,y,AC,4/7/16,1:47PM,CK,Y,N,Y,33,I,nodded,once,during,the,speech.,N,,4/7/16,14:19,4/7/16,14:21,3,3,3,4,4,3,3,2,3,4,2,2,Y,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,1107,1399,1297,1290,NA,2,1,3,3,NA,3,3,2,2,NA,5,2,2,2,NA,2,2,1,1,NA,1,1,5,1,NA,69,67,y,AE,4/21/16,6:00PM,NB,Y,N,Y,33,Participant,talked,during,the,impressions,part,of,the,task,and,said,out,loud,what,it,would,be,like,to,get,to,know,that,person.,,N,,4/21/16,18:28,4/21/16,18:29,2,2,2,2,1,2,2,2,2,2,3,3,N,Y,Y,1,3,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,1279,1346,1100,1320,NA,3,1,1,4,NA,2,2,3,1,NA,4,2,2,3,NA,2,1,2,1,NA,3,1,2,2,NA,16,67,y,UE,4/6/16,3:45PM,NB,Y,NA,Y,28,"She immediately told me she was going to take the gamble and didn't flip the piece of paper over. I forgot to start the timer when she was doing her speech. I used the timer on the camera and waited until around 5:20 min because I talked a little in the beginning, so it should still be correct. ",N,,4/6/16,16:08,4/6/16,16:09,2,2,2,1,2,3,3,2,3,3,1,3,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,67,n,AC,4/5/16,2:30PM,TT,Y,N,Y,33,"Participant asked if he could make things up (im almost certain he did), and had a hard time saying anything, so I had to ask more than the 4 questions",Y,RA,made,up,questions,not,in,script,for,speech,4/5/16,14:59,4/5/16,15:00,4,4,4,4,3,3,3,4,3,2,3,4,N,N,N,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1192,1238,1333,1071,NA,5,3,4,4,NA,1,2,2,1,NA,3,3,4,4,NA,1,2,2,2,NA,2,1,1,2,NA,57,67,y,UC,4/20/16,12:45PM,CT,Y,NA,N,22,"Asked if it had to be full 5 min. Asked during speech how much time was left, I smiled when I told him. He struggled at the end, had to use two prompts.",N,,4/20/16,13:05,4/20/16,13:06,3,3,4,2,3,4,4,4,4,4,4,4,N,N,N,1,1,N,Arms,crossed,N,"Holding arm, not body",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,1069,1159,1174,1284,NA,3,4,5,6,NA,2,2,2,1,NA,3,4,4,4,NA,2,2,2,2,NA,1,2,2,1,NA,63,67,y,AE,4/21/16,1:00pm,CK,Y,N,N,33,"I Forgot to press ""s"" on the first part of the psychopy. Stopped filming during explanation of speech (before the 5-min prep, after 1-min part) there are 2 videos in the ""2"" video folder. Last RA for got to delete videos from the last session, I had to delete them to make room for the speech. Participant asked if it had to be 5 mins and if it was an actual speech or more of a conversation",N,,4/21/16,13:30,4/21/16,13:31,3,2,3,4,3,2,3,3,4,4,4,4,Y,N,Y,1,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1130,1281,1298,NA,NA,5,5,6,NA,NA,1,1,1,NA,NA,4,5,5,NA,NA,2,,2,NA,NA,2,,5,NA,NA,28,67,y,UC,4/11/16,3:00PM,NB,Y,NA,N,26,Didn't,flip,the,paper,over,after,she,chose,to,stick,with,two.,Forgot,to,start,the,timer,during,her,speech,and,started,it,about,10-15,seconds,in,and,had,her,end,at,4:50.,,N,,4/11/16,15:23,4/11/16,15:23,2,2,2,2,2,2,2,2,4,4,2,3,N,N,N,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1179,1134,1208,1026,NA,2,1,6,6,NA,3,3,2,1,NA,2,4,6,6,NA,2,2,2,2,NA,1,3,1,1,NA,2,67,y,AC,4/4/16,1:30,PM,CT,Y,N,N,32,"Victor was here. Make joke out of speech, did not take it seriously. I smiled during her speech as well.",N,,4/4/16,13:59,4/4/16,14:00,4,4,4,4,4,4,4,4,4,4,4,4,Y,N,Y,2,1,N,NA,N,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
